bed_id,branch,department,bed_type,occupied_date,occupied_flag
B6053,Bangalore,Pediatrics,ICU,17-02-2025,1
B6054,Coimbatore,Cardiology,General,20-12-2025,1
B6055,Bangalore,Oncology,General,25-04-2025,1
B6056,Bangalore,Oncology,ICU,21-09-2025,0
B6057,Bangalore,Cardiology,ICU,18-04-2025,0
B6058,Coimbatore,Cardiology,ICU,06-05-2025,1
B6059,Bangalore,Cardiology,ICU,03-07-2025,1
B6060,Bangalore,Pediatrics,ICU,08-03-2025,1
B6061,Chennai,Orthopedics,General,23-05-2025,1
B6062,Bangalore,General Medicine,General,18-12-2025,1
B6063,Coimbatore,Pediatrics,ICU,26-10-2025,1
B6064,Chennai,General Medicine,General,25-01-2025,1
B6065,Bangalore,Orthopedics,General,08-07-2025,1
B6066,Chennai,Pediatrics,General,12-03-2025,1
B6067,Coimbatore,Emergency,ICU,12-07-2025,0
B6068,Coimbatore,Emergency,General,30-10-2025,0
B6069,Bangalore,General Medicine,ICU,06-02-2025,1
B6070,Coimbatore,Cardiology,ICU,26-06-2025,1
B6071,Coimbatore,Emergency,ICU,24-08-2025,1
B6072,Bangalore,General Medicine,ICU,06-07-2025,1
B6073,Chennai,General Medicine,ICU,21-04-2025,1
B6074,Bangalore,General Medicine,ICU,13-10-2025,0
B6075,Chennai,Oncology,ICU,03-04-2025,1
B6076,Chennai,Oncology,ICU,16-12-2025,1
B6077,Chennai,Pediatrics,General,05-06-2025,0
B6078,Coimbatore,Emergency,General,04-05-2025,1
B6079,Bangalore,Cardiology,ICU,14-11-2025,0
B6080,Chennai,Emergency,ICU,27-03-2025,1
B6081,Chennai,General Medicine,General,09-04-2025,0
B6082,Coimbatore,Emergency,ICU,16-04-2025,1
B6083,Coimbatore,Cardiology,ICU,30-09-2025,1
B6084,Coimbatore,Cardiology,ICU,09-07-2025,1
B6085,Bangalore,Emergency,ICU,15-07-2025,1
B6086,Chennai,Emergency,General,15-12-2025,1
B6087,Bangalore,Orthopedics,General,12-10-2025,1
B6088,Bangalore,Cardiology,ICU,31-01-2025,1
B6089,Chennai,Cardiology,General,19-09-2025,1
B6090,Bangalore,Oncology,General,16-03-2025,1
B6091,Chennai,Oncology,General,15-04-2025,1
B6092,Chennai,Pediatrics,ICU,02-07-2025,1
B6093,Bangalore,General Medicine,ICU,06-08-2025,1
B6094,Coimbatore,Orthopedics,ICU,23-08-2025,1
B6095,Bangalore,Orthopedics,ICU,08-05-2025,0
B6096,Chennai,Pediatrics,ICU,07-09-2025,0
B6097,Chennai,Orthopedics,General,24-07-2025,0
B6098,Chennai,Pediatrics,ICU,05-09-2025,1
B6099,Bangalore,Orthopedics,General,31-12-2025,1
B6100,Coimbatore,Cardiology,General,06-12-2025,1
B6101,Chennai,Oncology,General,21-03-2025,0
B6102,Chennai,Orthopedics,ICU,10-01-2025,1
B6103,Bangalore,Cardiology,General,25-12-2025,0
B6104,Coimbatore,General Medicine,General,23-12-2025,1
B6105,Coimbatore,Pediatrics,General,27-05-2025,0
B6106,Chennai,Emergency,General,12-02-2025,1
B6107,Coimbatore,Emergency,General,25-04-2025,1
B6108,Coimbatore,General Medicine,ICU,31-05-2025,1
B6109,Bangalore,Cardiology,General,30-03-2025,1
B6110,Bangalore,Cardiology,General,18-06-2025,1
B6111,Chennai,Cardiology,General,01-03-2025,1
B6112,Bangalore,General Medicine,ICU,10-12-2025,1
B6113,Bangalore,Orthopedics,General,24-07-2025,1
B6114,Coimbatore,Pediatrics,General,21-06-2025,0
B6115,Chennai,General Medicine,ICU,10-08-2025,0
B6116,Coimbatore,Oncology,ICU,22-09-2025,1
B6117,Coimbatore,Cardiology,General,06-05-2025,0
B6118,Chennai,Cardiology,General,26-11-2025,0
B6119,Chennai,Orthopedics,ICU,30-10-2025,1
B6120,Coimbatore,Emergency,ICU,23-07-2025,1
B6121,Chennai,Orthopedics,ICU,01-11-2025,0
B6122,Bangalore,Pediatrics,General,24-12-2025,1
B6123,Coimbatore,Cardiology,General,16-09-2025,0
B6124,Coimbatore,Pediatrics,ICU,01-03-2025,1
B6125,Coimbatore,Pediatrics,General,17-09-2025,1
B6126,Chennai,Pediatrics,General,30-06-2025,1
B6127,Coimbatore,Pediatrics,ICU,06-02-2025,1
B6128,Chennai,General Medicine,ICU,30-12-2025,0
B6129,Chennai,Oncology,ICU,15-02-2025,0
B6130,Chennai,Emergency,General,17-02-2025,1
B6131,Bangalore,Emergency,ICU,15-01-2025,0
B6132,Coimbatore,Oncology,ICU,21-06-2025,0
B6133,Bangalore,General Medicine,ICU,07-06-2025,1
B6134,Chennai,General Medicine,General,24-01-2025,1
B6135,Chennai,Cardiology,General,20-03-2025,1
B6136,Coimbatore,Pediatrics,ICU,18-02-2025,1
B6137,Chennai,General Medicine,General,13-10-2025,1
B6138,Chennai,Oncology,General,16-02-2025,0
B6139,Bangalore,Pediatrics,General,13-12-2025,0
B6140,Coimbatore,Emergency,General,20-01-2025,1
B6141,Bangalore,Emergency,ICU,30-09-2025,1
B6142,Coimbatore,General Medicine,General,16-03-2025,1
B6143,Chennai,Orthopedics,ICU,08-11-2025,0
B6144,Bangalore,Cardiology,General,31-10-2025,1
B6145,Bangalore,Pediatrics,ICU,13-06-2025,1
B6146,Coimbatore,Cardiology,ICU,14-05-2025,1
B6147,Coimbatore,Pediatrics,General,12-12-2025,0
B6148,Bangalore,Pediatrics,General,02-05-2025,1
B6149,Bangalore,Oncology,ICU,10-08-2025,1
B6150,Bangalore,Pediatrics,General,04-10-2025,0
B6151,Bangalore,Emergency,General,11-08-2025,0
B6152,Coimbatore,Oncology,General,25-11-2025,1
B6153,Bangalore,Pediatrics,ICU,21-07-2025,1
B6154,Chennai,Orthopedics,ICU,06-11-2025,0
B6155,Bangalore,General Medicine,ICU,26-12-2025,1
B6156,Chennai,General Medicine,General,05-12-2025,0
B6157,Chennai,General Medicine,General,15-02-2025,1
B6158,Chennai,Oncology,General,20-09-2025,0
B6159,Chennai,General Medicine,ICU,02-10-2025,1
B6160,Chennai,Orthopedics,ICU,19-03-2025,1
B6161,Bangalore,Oncology,ICU,23-04-2025,1
B6162,Chennai,Oncology,General,31-08-2025,0
B6163,Coimbatore,General Medicine,ICU,13-06-2025,1
B6164,Bangalore,Cardiology,ICU,10-04-2025,1
B6165,Coimbatore,Cardiology,General,20-03-2025,1
B6166,Chennai,Pediatrics,General,25-10-2025,1
B6167,Chennai,Cardiology,General,01-08-2025,1
B6168,Coimbatore,Orthopedics,ICU,07-06-2025,1
B6169,Coimbatore,Emergency,General,24-10-2025,0
B6170,Chennai,Cardiology,General,01-05-2025,1
B6171,Chennai,Pediatrics,General,29-05-2025,1
B6172,Bangalore,Cardiology,General,16-12-2025,1
B6173,Chennai,Emergency,ICU,20-12-2025,1
B6174,Coimbatore,Emergency,General,31-08-2025,1
B6175,Bangalore,Cardiology,ICU,22-02-2025,0
B6176,Coimbatore,Pediatrics,General,02-05-2025,1
B6177,Chennai,General Medicine,ICU,05-04-2025,1
B6178,Bangalore,Cardiology,General,21-03-2025,1
B6179,Chennai,General Medicine,General,08-07-2025,1
B6180,Coimbatore,Cardiology,ICU,19-06-2025,1
B6181,Chennai,Emergency,ICU,20-09-2025,1
B6182,Coimbatore,Cardiology,ICU,16-11-2025,1
B6183,Chennai,General Medicine,General,26-05-2025,1
B6184,Chennai,Cardiology,ICU,23-04-2025,1
B6185,Coimbatore,Oncology,ICU,16-11-2025,0
B6186,Chennai,Cardiology,ICU,30-05-2025,1
B6187,Bangalore,Emergency,General,02-12-2025,1
B6188,Bangalore,Cardiology,ICU,05-12-2025,1
B6189,Coimbatore,Cardiology,ICU,05-08-2025,1
B6190,Coimbatore,Emergency,General,12-01-2025,1
B6191,Coimbatore,Oncology,ICU,16-06-2025,1
B6192,Chennai,Cardiology,ICU,09-02-2025,0
B6193,Chennai,Cardiology,General,11-10-2025,1
B6194,Coimbatore,Oncology,General,07-03-2025,0
B6195,Coimbatore,Orthopedics,ICU,29-01-2025,1
B6196,Coimbatore,Oncology,ICU,12-03-2025,1
B6197,Coimbatore,General Medicine,ICU,07-09-2025,1
B6198,Chennai,Emergency,General,01-04-2025,1
B6199,Coimbatore,Oncology,General,17-08-2025,1
B6200,Chennai,Pediatrics,ICU,01-02-2025,1
B6201,Coimbatore,Emergency,General,25-11-2025,0
B6202,Chennai,Emergency,General,14-01-2025,1
B6203,Coimbatore,General Medicine,ICU,14-04-2025,1
B6204,Coimbatore,Emergency,ICU,17-05-2025,1
B6205,Bangalore,Oncology,General,20-08-2025,1
B6206,Chennai,Emergency,ICU,01-04-2025,1
B6207,Chennai,General Medicine,ICU,12-10-2025,1
B6208,Chennai,General Medicine,ICU,29-08-2025,0
B6209,Coimbatore,Pediatrics,General,18-06-2025,1
B6210,Bangalore,Orthopedics,ICU,16-05-2025,1
B6211,Bangalore,Orthopedics,General,13-04-2025,0
B6212,Chennai,Pediatrics,ICU,15-07-2025,1
B6213,Coimbatore,Pediatrics,General,06-02-2025,1
B6214,Coimbatore,Oncology,ICU,13-12-2025,1
B6215,Coimbatore,Orthopedics,ICU,27-02-2025,0
B6216,Coimbatore,Cardiology,General,15-03-2025,1
B6217,Chennai,Emergency,General,15-09-2025,1
B6218,Chennai,Emergency,General,06-07-2025,0
B6219,Bangalore,Emergency,General,21-08-2025,1
B6220,Chennai,Oncology,ICU,23-02-2025,1
B6221,Coimbatore,Emergency,ICU,20-07-2025,0
B6222,Coimbatore,Emergency,ICU,07-04-2025,1
B6223,Bangalore,General Medicine,General,26-05-2025,0
B6224,Coimbatore,Pediatrics,General,26-12-2025,1
B6225,Bangalore,General Medicine,General,06-01-2025,1
B6226,Coimbatore,Orthopedics,General,21-05-2025,1
B6227,Chennai,Cardiology,ICU,07-01-2025,1
B6228,Chennai,Orthopedics,General,16-02-2025,0
B6229,Coimbatore,Emergency,ICU,22-04-2025,0
B6230,Chennai,Oncology,ICU,12-10-2025,0
B6231,Coimbatore,Pediatrics,ICU,28-05-2025,1
B6232,Chennai,Pediatrics,ICU,23-12-2025,0
B6233,Coimbatore,General Medicine,General,16-03-2025,0
B6234,Chennai,Pediatrics,General,15-07-2025,1
B6235,Bangalore,General Medicine,General,06-11-2025,1
B6236,Bangalore,Emergency,General,09-11-2025,1
B6237,Chennai,Oncology,General,11-09-2025,1
B6238,Bangalore,Cardiology,ICU,08-12-2025,0
B6239,Bangalore,General Medicine,ICU,08-10-2025,1
B6240,Bangalore,Emergency,ICU,05-02-2025,0
B6241,Bangalore,Oncology,ICU,11-06-2025,1
B6242,Bangalore,General Medicine,ICU,04-09-2025,1
B6243,Chennai,Cardiology,ICU,14-12-2025,0
B6244,Chennai,Oncology,ICU,14-05-2025,1
B6245,Coimbatore,Orthopedics,ICU,06-06-2025,0
B6246,Coimbatore,Pediatrics,ICU,11-09-2025,1
B6247,Coimbatore,Oncology,ICU,24-12-2025,1
B6248,Bangalore,Oncology,ICU,28-02-2025,1
B6249,Coimbatore,Orthopedics,General,25-04-2025,0
B6250,Chennai,Orthopedics,General,08-07-2025,0
B6251,Bangalore,General Medicine,General,08-07-2025,1
B6252,Chennai,Oncology,ICU,07-01-2025,1
B6253,Coimbatore,Oncology,General,13-05-2025,1
B6254,Bangalore,Oncology,ICU,20-08-2025,1
B6255,Chennai,Orthopedics,General,02-06-2025,0
B6256,Bangalore,Cardiology,ICU,24-06-2025,1
B6257,Bangalore,General Medicine,General,28-12-2025,0
B6258,Bangalore,Oncology,ICU,08-05-2025,1
B6259,Bangalore,Cardiology,General,02-03-2025,1
B6260,Chennai,Pediatrics,ICU,07-02-2025,1
B6261,Chennai,Orthopedics,General,24-02-2025,1
B6262,Bangalore,Pediatrics,General,19-04-2025,1
B6263,Chennai,Pediatrics,General,25-01-2025,1
B6264,Bangalore,Oncology,ICU,27-05-2025,1
B6265,Chennai,Pediatrics,ICU,07-06-2025,1
B6266,Coimbatore,Emergency,ICU,23-09-2025,1
B6267,Chennai,Cardiology,ICU,15-12-2025,1
B6268,Chennai,Emergency,ICU,06-01-2025,1
B6269,Chennai,Emergency,ICU,19-04-2025,1
B6270,Bangalore,Emergency,General,18-06-2025,0
B6271,Bangalore,General Medicine,ICU,24-06-2025,1
B6272,Bangalore,Cardiology,ICU,24-07-2025,0
B6273,Bangalore,General Medicine,General,27-07-2025,1
B6274,Bangalore,General Medicine,ICU,15-02-2025,1
B6275,Coimbatore,Oncology,General,03-08-2025,0
B6276,Chennai,Orthopedics,ICU,02-10-2025,1
B6277,Chennai,Emergency,General,28-03-2025,1
B6278,Coimbatore,Cardiology,General,30-07-2025,0
B6279,Chennai,Emergency,General,04-09-2025,1
B6280,Coimbatore,General Medicine,General,07-06-2025,1
B6281,Chennai,Cardiology,ICU,14-08-2025,1
B6282,Chennai,Cardiology,ICU,29-04-2025,1
B6283,Bangalore,Cardiology,ICU,24-01-2025,1
B6284,Coimbatore,Orthopedics,General,15-03-2025,0
B6285,Coimbatore,Emergency,ICU,12-03-2025,0
B6286,Coimbatore,Emergency,ICU,22-10-2025,1
B6287,Chennai,General Medicine,General,02-11-2025,1
B6288,Bangalore,Oncology,ICU,08-07-2025,1
B6289,Chennai,Oncology,ICU,09-09-2025,1
B6290,Coimbatore,Orthopedics,ICU,14-03-2025,1
B6291,Coimbatore,Cardiology,ICU,03-03-2025,1
B6292,Bangalore,Oncology,General,27-02-2025,1
B6293,Bangalore,General Medicine,ICU,03-01-2025,1
B6294,Bangalore,General Medicine,ICU,26-12-2025,1
B6295,Bangalore,Emergency,General,23-04-2025,1
B6296,Bangalore,General Medicine,ICU,30-05-2025,1
B6297,Chennai,Oncology,General,14-01-2025,1
B6298,Coimbatore,Cardiology,General,17-04-2025,0
B6299,Coimbatore,Cardiology,General,24-09-2025,1
B6300,Bangalore,Oncology,General,11-06-2025,1
B6301,Chennai,Oncology,General,19-07-2025,1
B6302,Coimbatore,Orthopedics,General,07-08-2025,1
B6303,Coimbatore,Pediatrics,ICU,06-12-2025,1
B6304,Chennai,Pediatrics,ICU,01-07-2025,1
B6305,Coimbatore,Emergency,ICU,21-07-2025,1
B6306,Bangalore,General Medicine,General,23-01-2025,1
B6307,Coimbatore,Pediatrics,General,11-11-2025,1
B6308,Chennai,General Medicine,ICU,06-03-2025,1
B6309,Chennai,Oncology,General,21-04-2025,1
B6310,Coimbatore,Emergency,General,06-08-2025,1
B6311,Coimbatore,Orthopedics,ICU,27-06-2025,1
B6312,Chennai,Orthopedics,General,21-02-2025,0
B6313,Coimbatore,Oncology,General,15-12-2025,1
B6314,Bangalore,Cardiology,ICU,31-08-2025,1
B6315,Bangalore,Emergency,ICU,12-02-2025,0
B6316,Bangalore,General Medicine,General,16-08-2025,0
B6317,Bangalore,Emergency,General,15-01-2025,0
B6318,Bangalore,General Medicine,ICU,25-05-2025,1
B6319,Coimbatore,Oncology,ICU,27-02-2025,1
B6320,Coimbatore,Pediatrics,ICU,11-01-2025,1
B6321,Bangalore,General Medicine,ICU,02-08-2025,1
B6322,Bangalore,General Medicine,General,23-11-2025,1
B6323,Bangalore,Cardiology,ICU,21-11-2025,1
B6324,Chennai,Oncology,ICU,31-10-2025,1
B6325,Bangalore,General Medicine,ICU,15-03-2025,1
B6326,Chennai,Emergency,General,20-09-2025,1
B6327,Coimbatore,General Medicine,General,17-06-2025,1
B6328,Chennai,Oncology,ICU,30-09-2025,1
B6329,Bangalore,Cardiology,ICU,23-04-2025,1
B6330,Coimbatore,Emergency,ICU,17-09-2025,1
B6331,Coimbatore,General Medicine,ICU,10-03-2025,1
B6332,Bangalore,General Medicine,ICU,21-02-2025,1
B6333,Bangalore,General Medicine,ICU,28-10-2025,1
B6334,Coimbatore,Orthopedics,General,04-05-2025,1
B6335,Coimbatore,Cardiology,General,09-10-2025,1
B6336,Bangalore,General Medicine,ICU,20-02-2025,1
B6337,Chennai,Oncology,ICU,31-03-2025,0
B6338,Coimbatore,General Medicine,ICU,19-03-2025,0
B6339,Bangalore,Orthopedics,General,09-07-2025,0
B6340,Bangalore,General Medicine,ICU,01-03-2025,1
B6341,Coimbatore,Pediatrics,General,26-06-2025,0
B6342,Coimbatore,Orthopedics,ICU,24-12-2025,0
B6343,Coimbatore,Orthopedics,General,31-03-2025,0
B6344,Chennai,Emergency,General,09-05-2025,1
B6345,Chennai,Pediatrics,General,17-09-2025,1
B6346,Bangalore,Orthopedics,ICU,28-10-2025,0
B6347,Bangalore,Cardiology,General,26-01-2025,1
B6348,Bangalore,Pediatrics,ICU,10-06-2025,1
B6349,Bangalore,General Medicine,ICU,15-07-2025,0
B6350,Bangalore,General Medicine,ICU,20-01-2025,1
B6351,Chennai,Oncology,General,06-02-2025,1
B6352,Bangalore,General Medicine,General,21-07-2025,1
B6353,Chennai,Pediatrics,ICU,06-12-2025,1
B6354,Bangalore,Orthopedics,ICU,01-01-2025,1
B6355,Chennai,Orthopedics,General,31-03-2025,1
B6356,Chennai,Cardiology,ICU,18-03-2025,1
B6357,Chennai,Orthopedics,General,22-03-2025,1
B6358,Bangalore,Cardiology,ICU,08-08-2025,1
B6359,Chennai,Orthopedics,ICU,06-07-2025,1
B6360,Bangalore,Emergency,General,20-07-2025,1
B6361,Bangalore,Orthopedics,General,19-11-2025,1
B6362,Bangalore,Orthopedics,General,20-04-2025,0
B6363,Bangalore,Emergency,General,03-09-2025,1
B6364,Bangalore,Cardiology,General,04-02-2025,0
B6365,Chennai,Orthopedics,ICU,05-12-2025,1
B6366,Coimbatore,Emergency,ICU,20-08-2025,0
B6367,Bangalore,Orthopedics,General,28-04-2025,1
B6368,Coimbatore,Orthopedics,ICU,09-10-2025,1
B6369,Bangalore,Emergency,General,08-09-2025,0
B6370,Coimbatore,Emergency,General,11-10-2025,1
B6371,Chennai,Orthopedics,ICU,16-10-2025,1
B6372,Bangalore,Emergency,General,14-06-2025,0
B6373,Coimbatore,Pediatrics,ICU,14-12-2025,1
B6374,Coimbatore,General Medicine,General,02-08-2025,1
B6375,Coimbatore,Orthopedics,ICU,07-04-2025,0
B6376,Bangalore,Oncology,General,10-05-2025,0
B6377,Chennai,Cardiology,ICU,10-05-2025,0
B6378,Bangalore,General Medicine,ICU,02-08-2025,1
B6379,Bangalore,Oncology,General,15-01-2025,1
B6380,Coimbatore,Pediatrics,ICU,13-02-2025,0
B6381,Coimbatore,Cardiology,General,16-06-2025,1
B6382,Coimbatore,Cardiology,ICU,04-07-2025,0
B6383,Chennai,Orthopedics,ICU,01-08-2025,1
B6384,Chennai,Emergency,General,08-09-2025,0
B6385,Coimbatore,Emergency,ICU,18-02-2025,1
B6386,Chennai,Emergency,General,23-08-2025,0
B6387,Coimbatore,Orthopedics,ICU,10-03-2025,1
B6388,Coimbatore,Pediatrics,General,23-11-2025,0
B6389,Coimbatore,Emergency,ICU,07-04-2025,1
B6390,Bangalore,Pediatrics,General,02-07-2025,0
B6391,Bangalore,Emergency,ICU,15-07-2025,1
B6392,Bangalore,Orthopedics,ICU,13-12-2025,1
B6393,Coimbatore,Orthopedics,General,05-11-2025,1
B6394,Coimbatore,Emergency,ICU,23-11-2025,1
B6395,Coimbatore,Oncology,ICU,05-06-2025,0
B6396,Coimbatore,Pediatrics,General,08-05-2025,1
B6397,Coimbatore,General Medicine,ICU,25-08-2025,0
B6398,Chennai,Cardiology,ICU,15-02-2025,0
B6399,Bangalore,Pediatrics,General,21-10-2025,1
B6400,Bangalore,Orthopedics,General,02-03-2025,1
B6401,Chennai,Orthopedics,General,16-02-2025,1
B6402,Bangalore,Cardiology,General,09-10-2025,1
B6403,Chennai,Orthopedics,General,02-03-2025,1
B6404,Chennai,General Medicine,General,27-01-2025,0
B6405,Coimbatore,Cardiology,General,17-09-2025,0
B6406,Chennai,General Medicine,ICU,28-09-2025,1
B6407,Coimbatore,Emergency,ICU,23-03-2025,0
B6408,Chennai,Pediatrics,General,05-12-2025,1
B6409,Bangalore,General Medicine,ICU,23-03-2025,1
B6410,Coimbatore,Emergency,General,03-09-2025,1
B6411,Bangalore,Orthopedics,ICU,28-10-2025,0
B6412,Coimbatore,Emergency,ICU,02-09-2025,0
B6413,Chennai,Oncology,General,28-05-2025,0
B6414,Bangalore,Oncology,ICU,22-06-2025,1
B6415,Chennai,Emergency,General,15-10-2025,1
B6416,Coimbatore,General Medicine,General,10-06-2025,1
B6417,Coimbatore,Orthopedics,General,06-08-2025,1
B6418,Bangalore,Pediatrics,General,03-05-2025,1
B6419,Bangalore,Oncology,General,19-02-2025,1
B6420,Chennai,General Medicine,ICU,10-07-2025,1
B6421,Chennai,Orthopedics,General,26-05-2025,1
B6422,Chennai,Oncology,ICU,05-07-2025,1
B6423,Coimbatore,Emergency,General,17-06-2025,0
B6424,Chennai,Pediatrics,ICU,12-01-2025,0
B6425,Coimbatore,Oncology,ICU,03-08-2025,0
B6426,Coimbatore,Orthopedics,ICU,12-04-2025,1
B6427,Chennai,Oncology,General,08-06-2025,1
B6428,Bangalore,Orthopedics,General,13-08-2025,1
B6429,Coimbatore,Cardiology,ICU,08-04-2025,1
B6430,Bangalore,Orthopedics,General,25-05-2025,1
B6431,Chennai,General Medicine,General,17-07-2025,1
B6432,Bangalore,Pediatrics,General,13-03-2025,1
B6433,Bangalore,Orthopedics,General,31-05-2025,1
B6434,Bangalore,Oncology,ICU,11-12-2025,1
B6435,Bangalore,Cardiology,General,08-02-2025,1
B6436,Coimbatore,Cardiology,ICU,29-04-2025,1
B6437,Coimbatore,Pediatrics,General,26-12-2025,1
B6438,Bangalore,Orthopedics,ICU,08-02-2025,1
B6439,Coimbatore,Emergency,ICU,19-11-2025,0
B6440,Coimbatore,Emergency,General,29-07-2025,1
B6441,Chennai,Orthopedics,ICU,08-12-2025,0
B6442,Chennai,Cardiology,General,06-05-2025,1
B6443,Chennai,Oncology,General,25-02-2025,0
B6444,Bangalore,Cardiology,ICU,05-11-2025,1
B6445,Coimbatore,Cardiology,ICU,06-09-2025,1
B6446,Coimbatore,Orthopedics,ICU,20-07-2025,1
B6447,Chennai,Pediatrics,General,20-07-2025,1
B6448,Coimbatore,Oncology,General,09-09-2025,1
B6449,Chennai,Emergency,General,23-11-2025,0
B6450,Chennai,Emergency,ICU,14-06-2025,1
B6451,Coimbatore,Pediatrics,General,08-02-2025,1
B6452,Coimbatore,Cardiology,General,25-09-2025,1
B6453,Bangalore,Cardiology,ICU,06-02-2025,0
B6454,Coimbatore,Orthopedics,ICU,01-07-2025,1
B6455,Coimbatore,Pediatrics,General,31-12-2025,0
B6456,Chennai,Emergency,General,05-10-2025,1
B6457,Coimbatore,Orthopedics,General,09-05-2025,0
B6458,Bangalore,Emergency,General,06-05-2025,0
B6459,Bangalore,Pediatrics,General,24-08-2025,1
B6460,Coimbatore,Pediatrics,ICU,31-07-2025,1
B6461,Bangalore,Cardiology,General,11-07-2025,1
B6462,Chennai,Cardiology,ICU,25-03-2025,1
B6463,Chennai,Emergency,ICU,17-07-2025,1
B6464,Chennai,General Medicine,General,24-01-2025,1
B6465,Coimbatore,Cardiology,General,10-07-2025,1
B6466,Chennai,Orthopedics,ICU,09-07-2025,1
B6467,Bangalore,Cardiology,ICU,15-07-2025,0
B6468,Coimbatore,Emergency,ICU,01-10-2025,1
B6469,Chennai,Cardiology,General,13-07-2025,1
B6470,Coimbatore,Pediatrics,ICU,13-01-2025,1
B6471,Coimbatore,Orthopedics,ICU,18-12-2025,1
B6472,Chennai,Orthopedics,ICU,26-02-2025,0
B6473,Bangalore,General Medicine,ICU,27-06-2025,1
B6474,Bangalore,Oncology,General,06-10-2025,1
B6475,Chennai,Oncology,ICU,16-05-2025,0
B6476,Bangalore,Oncology,General,23-03-2025,1
B6477,Coimbatore,Orthopedics,General,20-12-2025,1
B6478,Chennai,Orthopedics,General,17-10-2025,1
B6479,Bangalore,Emergency,ICU,08-08-2025,0
B6480,Chennai,Oncology,General,01-11-2025,1
B6481,Bangalore,Emergency,ICU,08-07-2025,1
B6482,Chennai,Pediatrics,ICU,11-01-2025,0
B6483,Chennai,Cardiology,ICU,24-08-2025,1
B6484,Coimbatore,Pediatrics,General,28-02-2025,1
B6485,Bangalore,Cardiology,General,12-08-2025,0
B6486,Chennai,General Medicine,General,17-01-2025,1
B6487,Chennai,Oncology,General,11-02-2025,1
B6488,Bangalore,Pediatrics,ICU,08-03-2025,1
B6489,Chennai,General Medicine,General,21-12-2025,1
B6490,Bangalore,Emergency,General,27-09-2025,0
B6491,Chennai,Cardiology,General,28-10-2025,1
B6492,Coimbatore,Oncology,General,06-07-2025,1
B6493,Coimbatore,Pediatrics,ICU,01-02-2025,1
B6494,Bangalore,Pediatrics,General,10-11-2025,0
B6495,Coimbatore,Cardiology,General,03-01-2025,0
B6496,Bangalore,Oncology,General,15-07-2025,1
B6497,Coimbatore,Orthopedics,General,06-09-2025,1
B6498,Coimbatore,General Medicine,General,08-04-2025,1
B6499,Bangalore,Oncology,ICU,11-10-2025,1
B6500,Coimbatore,General Medicine,General,04-04-2025,0
B6501,Bangalore,Cardiology,General,27-07-2025,1
B6502,Chennai,Orthopedics,General,20-11-2025,1
